방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액,aver_s,high_s,low_s,rain_s
2019-04-13 9:00,,100735,202161,[안드레아바나]리얼카이만 악어 테일 숄더백,잡화,178000,2701000,11.8,17.9,6.2,0
2019-04-13 9:30,30,100735,202157,(일)[안드레아바나]리얼카이만 악어 토트백,잡화,438000,20078000,11.8,17.9,6.2,0
2019-04-13 9:30,,100735,202156,(무)[안드레아바나]리얼카이만 악어 토트백,잡화,458000,15099000,11.8,17.9,6.2,0
2019-04-13 9:30,,100735,202159,[안드레아바나]리얼카이만 악어 바디 숄더백,잡화,178000,17242000,11.8,17.9,6.2,0
2019-04-13 9:30,,100735,202161,[안드레아바나]리얼카이만 악어 테일 숄더백,잡화,178000,6279000,11.8,17.9,6.2,0
2019-04-13 10:00,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,22853000,11.8,17.9,6.2,0
2019-04-13 10:20,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,53137000,11.8,17.9,6.2,0
2019-04-13 10:40,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,65627000,11.8,17.9,6.2,0
2019-04-13 11:00,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,22627000,11.8,17.9,6.2,0
2019-04-13 11:20,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,50568000,11.8,17.9,6.2,0
2019-04-13 11:40,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,64142000,11.8,17.9,6.2,0
2019-04-13 12:00,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,4879000,11.8,17.9,6.2,0
2019-04-13 12:00,,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,5178000,11.8,17.9,6.2,0
2019-04-13 12:00,,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,5899000,11.8,17.9,6.2,0
2019-04-13 12:00,,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,1180000,11.8,17.9,6.2,0
2019-04-13 12:20,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,8495000,11.8,17.9,6.2,0
2019-04-13 12:20,,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,6455000,11.8,17.9,6.2,0
2019-04-13 12:20,,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,2692000,11.8,17.9,6.2,0
2019-04-13 12:20,,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,3474000,11.8,17.9,6.2,0
2019-04-13 12:40,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,21720000,11.8,17.9,6.2,0
2019-04-13 12:40,,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,14773000,11.8,17.9,6.2,0
2019-04-13 12:40,,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,12748000,11.8,17.9,6.2,0
2019-04-13 12:40,,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,3458000,11.8,17.9,6.2,0
2019-04-13 13:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,13902000,11.8,17.9,6.2,0
2019-04-13 13:00,,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,6355000,11.8,17.9,6.2,0
2019-04-13 13:20,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,29146000,11.8,17.9,6.2,0
2019-04-13 13:20,,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,14275000,11.8,17.9,6.2,0
2019-04-13 13:40,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,52536000,11.8,17.9,6.2,0
2019-04-13 13:40,,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,25701000,11.8,17.9,6.2,0
2019-04-13 14:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,10004000,11.8,17.9,6.2,0
2019-04-13 14:00,,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,4394000,11.8,17.9,6.2,0
2019-04-13 14:20,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,28492000,11.8,17.9,6.2,0
2019-04-13 14:20,,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,12248000,11.8,17.9,6.2,0
2019-04-13 14:40,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,23898000,11.8,17.9,6.2,0
2019-04-13 14:40,,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,12680000,11.8,17.9,6.2,0
2019-04-13 15:00,20,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,27976000,11.8,17.9,6.2,0
2019-04-13 15:20,20,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,63705000,11.8,17.9,6.2,0
2019-04-13 15:40,20,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,69944000,11.8,17.9,6.2,0
2019-04-13 16:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,21405000,11.8,17.9,6.2,0
2019-04-13 16:20,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,43229000,11.8,17.9,6.2,0
2019-04-13 16:40,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,54162000,11.8,17.9,6.2,0
2019-04-13 17:00,20,100283,200912,실크트리 풍기인견 데일리 쿨 이지탑 패키지,속옷,44000,21828000,11.8,17.9,6.2,0
2019-04-13 17:20,20,100283,200912,실크트리 풍기인견 데일리 쿨 이지탑 패키지,속옷,44000,39459000,11.8,17.9,6.2,0
2019-04-13 17:40,20,100283,200912,실크트리 풍기인견 데일리 쿨 이지탑 패키지,속옷,44000,50031000,11.8,17.9,6.2,0
2019-04-13 19:20,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,34676000,11.8,17.9,6.2,0
2019-04-13 19:40,20,100450,201392,코튼데이 유기농 순면 마스크 KF94 60매,생활용품,39900,15397000,11.8,17.9,6.2,0
2019-04-13 20:00,20,100450,201392,코튼데이 유기농 순면 마스크 KF94 60매,생활용품,39900,15371000,11.8,17.9,6.2,0
2019-04-13 20:20,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,12086000,11.8,17.9,6.2,0
2019-04-13 20:20,,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,9812000,11.8,17.9,6.2,0
2019-04-13 20:20,,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,10297000,11.8,17.9,6.2,0
2019-04-13 20:20,,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,5477000,11.8,17.9,6.2,0
2019-04-13 20:20,,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,16360000,11.8,17.9,6.2,0
2019-04-13 20:40,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,9054000,11.8,17.9,6.2,0
2019-04-13 20:40,,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,9782000,11.8,17.9,6.2,0
2019-04-13 20:40,,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,20544000,11.8,17.9,6.2,0
2019-04-13 20:40,,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,5507000,11.8,17.9,6.2,0
2019-04-13 20:40,,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,16360000,11.8,17.9,6.2,0
2019-04-13 20:40,,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,26152000,11.8,17.9,6.2,0
2019-04-13 21:00,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,24061000,11.8,17.9,6.2,0
2019-04-13 21:00,,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,16330000,11.8,17.9,6.2,0
2019-04-13 21:00,,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,5173000,11.8,17.9,6.2,0
2019-04-13 21:00,,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,21757000,11.8,17.9,6.2,0
2019-04-13 21:20,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,19108000,11.8,17.9,6.2,0
2019-04-13 21:20,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,29386000,11.8,17.9,6.2,0
2019-04-13 21:40,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,15274000,11.8,17.9,6.2,0
2019-04-13 21:40,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,33573000,11.8,17.9,6.2,0
2019-04-13 22:00,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,34305000,11.8,17.9,6.2,0
2019-04-13 22:00,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,25172000,11.8,17.9,6.2,0
2019-04-13 22:20,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,14192000,11.8,17.9,6.2,0
2019-04-13 22:40,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,44716000,11.8,17.9,6.2,0
2019-04-13 23:00,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,44885000,11.8,17.9,6.2,0
2019-04-13 23:20,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,13933000,11.8,17.9,6.2,0
2019-04-13 23:20,,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,1724000,11.8,17.9,6.2,0
2019-04-13 23:20,,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,2771000,11.8,17.9,6.2,0
2019-04-13 23:40,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,22908000,11.8,17.9,6.2,0
2019-04-13 23:40,,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,1724000,11.8,17.9,6.2,0
2019-04-13 23:40,,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,5527000,11.8,17.9,6.2,0
2019-04-14 0:00,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,24171000,9.6,13.6,6.9,1.7
2019-04-14 0:00,,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,11499000,9.6,13.6,6.9,1.7
2019-04-14 0:00,,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,1410000,9.6,13.6,6.9,1.7
2019-04-14 1:20,20,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,14276000,9.6,13.6,6.9,1.7
2019-04-14 1:40,15.01666667,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,20944000,9.6,13.6,6.9,1.7
2019-04-14 6:00,20,100792,202353,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,8481000,9.6,13.6,6.9,1.7
2019-04-14 6:20,20,100792,202353,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,8787000,9.6,13.6,6.9,1.7
2019-04-14 6:40,20,100792,202353,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,16007000,9.6,13.6,6.9,1.7
2019-04-14 7:00,20,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,15822000,9.6,13.6,6.9,1.7
2019-04-14 7:20,20,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,37870000,9.6,13.6,6.9,1.7
2019-04-14 7:40,20,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,53309000,9.6,13.6,6.9,1.7
2019-04-14 8:00,20,100596,201828,컬럼비아 남성 베이스레이어 5종,속옷,79000,14051000,9.6,13.6,6.9,1.7
2019-04-14 8:00,,100596,201830,컬럼비아 여성 베이스레이어 5종,속옷,69000,6113000,9.6,13.6,6.9,1.7
2019-04-14 8:20,20,100596,201828,컬럼비아 남성 베이스레이어 5종,속옷,79000,36765000,9.6,13.6,6.9,1.7
2019-04-14 8:20,,100596,201830,컬럼비아 여성 베이스레이어 5종,속옷,69000,11281000,9.6,13.6,6.9,1.7
2019-04-14 8:40,20,100596,201828,컬럼비아 남성 베이스레이어 5종,속옷,79000,58454000,9.6,13.6,6.9,1.7
2019-04-14 8:40,,100596,201830,컬럼비아 여성 베이스레이어 5종,속옷,69000,17228000,9.6,13.6,6.9,1.7
2019-04-14 9:00,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,36134000,9.6,13.6,6.9,1.7
2019-04-14 9:20,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,57435000,9.6,13.6,6.9,1.7
2019-04-14 9:40,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,98808000,9.6,13.6,6.9,1.7
2019-04-14 10:00,,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,6538000,9.6,13.6,6.9,1.7
2019-04-14 10:00,,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,8205000,9.6,13.6,6.9,1.7
2019-04-14 10:20,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,21059000,9.6,13.6,6.9,1.7
2019-04-14 10:20,,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,9782000,9.6,13.6,6.9,1.7
2019-04-14 10:20,,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,16360000,9.6,13.6,6.9,1.7
2019-04-14 10:40,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,18058000,9.6,13.6,6.9,1.7
2019-04-14 10:40,,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,19543000,9.6,13.6,6.9,1.7
2019-04-14 10:40,,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,10327000,9.6,13.6,6.9,1.7
2019-04-14 10:40,,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,16391000,9.6,13.6,6.9,1.7
2019-04-14 10:40,,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,8205000,9.6,13.6,6.9,1.7
2019-04-14 10:40,,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,8751000,9.6,13.6,6.9,1.7
2019-04-14 11:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,17328000,9.6,13.6,6.9,1.7
2019-04-14 11:00,,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,12720000,9.6,13.6,6.9,1.7
2019-04-14 11:20,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,31112000,9.6,13.6,6.9,1.7
2019-04-14 11:20,,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,15436000,9.6,13.6,6.9,1.7
2019-04-14 11:40,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,56305000,9.6,13.6,6.9,1.7
2019-04-14 11:40,,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,29750000,9.6,13.6,6.9,1.7
2019-04-14 12:00,20,100749,202190,레코바 남성 다이얼워킹화세트,잡화,54900,13730000,9.6,13.6,6.9,1.7
2019-04-14 12:00,,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,11664000,9.6,13.6,6.9,1.7
2019-04-14 12:20,20,100749,202190,레코바 남성 다이얼워킹화세트,잡화,54900,23700000,9.6,13.6,6.9,1.7
2019-04-14 12:20,,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,17461000,9.6,13.6,6.9,1.7
2019-04-14 12:40,20,100749,202190,레코바 남성 다이얼워킹화세트,잡화,54900,27904000,9.6,13.6,6.9,1.7
2019-04-14 12:40,,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,19048000,9.6,13.6,6.9,1.7
2019-04-14 13:00,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,208000,6236000,9.6,13.6,6.9,1.7
2019-04-14 13:00,,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,218000,6538000,9.6,13.6,6.9,1.7
2019-04-14 13:00,,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,198000,1528000,9.6,13.6,6.9,1.7
2019-04-14 13:00,,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,208000,5471000,9.6,13.6,6.9,1.7
2019-04-14 13:20,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,208000,26361000,9.6,13.6,6.9,1.7
2019-04-14 13:20,,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,218000,26828000,9.6,13.6,6.9,1.7
2019-04-14 13:20,,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,198000,9618000,9.6,13.6,6.9,1.7
2019-04-14 13:20,,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,208000,10887000,9.6,13.6,6.9,1.7
2019-04-14 13:40,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,208000,29445000,9.6,13.6,6.9,1.7
2019-04-14 13:40,,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,218000,30065000,9.6,13.6,6.9,1.7
2019-04-14 13:40,,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,198000,8140000,9.6,13.6,6.9,1.7
2019-04-14 13:40,,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,208000,3918000,9.6,13.6,6.9,1.7
2019-04-14 14:00,30,100305,200989,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,42535000,9.6,13.6,6.9,1.7
2019-04-14 14:30,30,100305,200989,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,75024000,9.6,13.6,6.9,1.7
2019-04-14 15:00,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,60344000,9.6,13.6,6.9,1.7
2019-04-14 15:20,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,84612000,9.6,13.6,6.9,1.7
2019-04-14 15:40,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,87540000,9.6,13.6,6.9,1.7
2019-04-14 16:00,20,100074,200200,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,42260000,9.6,13.6,6.9,1.7
2019-04-14 16:20,20,100074,200200,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,72239000,9.6,13.6,6.9,1.7
2019-04-14 16:40,20,100074,200200,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,93173000,9.6,13.6,6.9,1.7
2019-04-14 17:00,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,24833000,9.6,13.6,6.9,1.7
2019-04-14 17:20,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,44415000,9.6,13.6,6.9,1.7
2019-04-14 17:40,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,59890000,9.6,13.6,6.9,1.7
2019-04-14 18:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,47024000,9.6,13.6,6.9,1.7
2019-04-14 19:20,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,21918000,9.6,13.6,6.9,1.7
2019-04-14 19:40,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,72322000,9.6,13.6,6.9,1.7
2019-04-14 20:00,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,78186000,9.6,13.6,6.9,1.7
2019-04-14 20:20,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,22261000,9.6,13.6,6.9,1.7
2019-04-14 20:20,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,15624000,9.6,13.6,6.9,1.7
2019-04-14 20:40,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,23712000,9.6,13.6,6.9,1.7
2019-04-14 20:40,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,24975000,9.6,13.6,6.9,1.7
2019-04-14 21:00,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,54273000,9.6,13.6,6.9,1.7
2019-04-14 21:00,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,45161000,9.6,13.6,6.9,1.7
2019-04-14 21:20,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,10735000,9.6,13.6,6.9,1.7
2019-04-14 21:20,,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000,15042000,9.6,13.6,6.9,1.7
2019-04-14 21:20,,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000,16303000,9.6,13.6,6.9,1.7
2019-04-14 21:40,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,22946000,9.6,13.6,6.9,1.7
2019-04-14 21:40,,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000,18382000,9.6,13.6,6.9,1.7
2019-04-14 21:40,,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000,23524000,9.6,13.6,6.9,1.7
2019-04-14 22:00,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,42790000,9.6,13.6,6.9,1.7
2019-04-14 22:00,,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000,25052000,9.6,13.6,6.9,1.7
2019-04-14 22:00,,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000,28944000,9.6,13.6,6.9,1.7
2019-04-14 22:20,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3273000,9.6,13.6,6.9,1.7
2019-04-14 22:20,,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,25190000,9.6,13.6,6.9,1.7
2019-04-14 22:20,,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,14331000,9.6,13.6,6.9,1.7
2019-04-14 22:40,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,12843000,9.6,13.6,6.9,1.7
2019-04-14 22:40,,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,7116000,9.6,13.6,6.9,1.7
2019-04-14 22:40,,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,25190000,9.6,13.6,6.9,1.7
2019-04-14 22:40,,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,9595000,9.6,13.6,6.9,1.7
2019-04-14 22:40,,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6942000,9.6,13.6,6.9,1.7
2019-04-14 22:40,,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,20802000,9.6,13.6,6.9,1.7
2019-04-14 23:00,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,32082000,9.6,13.6,6.9,1.7
2019-04-14 23:00,,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,17678000,9.6,13.6,6.9,1.7
2019-04-14 23:00,,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,88039000,9.6,13.6,6.9,1.7
2019-04-14 23:00,,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,62032000,9.6,13.6,6.9,1.7
2019-04-14 23:00,,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6942000,9.6,13.6,6.9,1.7
2019-04-14 23:00,,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,27719000,9.6,13.6,6.9,1.7
2019-04-14 23:00,,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,15322000,9.6,13.6,6.9,1.7
2019-04-14 23:20,20,100374,201198,19 SS USPA  남성 화이트라벨 폴로셔츠 3종,의류,79000,10444000,9.6,13.6,6.9,1.7
2019-04-14 23:20,,100374,201199,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,의류,79000,7512000,9.6,13.6,6.9,1.7
2019-04-14 23:40,20,100374,201198,19 SS USPA  남성 화이트라벨 폴로셔츠 3종,의류,79000,20092000,9.6,13.6,6.9,1.7
2019-04-14 23:40,,100374,201199,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,의류,79000,17207000,9.6,13.6,6.9,1.7
2019-04-15 0:00,20,100374,201198,19 SS USPA  남성 화이트라벨 폴로셔츠 3종,의류,79000,15664000,11.6,18.1,3.9,0
2019-04-15 0:00,,100374,201199,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,의류,79000,13458000,11.6,18.1,3.9,0
2019-04-15 0:20,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,7662000,11.6,18.1,3.9,0
2019-04-15 0:20,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,8478000,11.6,18.1,3.9,0
2019-04-15 0:40,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,7662000,11.6,18.1,3.9,0
2019-04-15 0:40,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,25226000,11.6,18.1,3.9,0
2019-04-15 1:00,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,3856000,11.6,18.1,3.9,0
2019-04-15 1:00,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,8451000,11.6,18.1,3.9,0
2019-04-15 1:20,20,100362,201149,에이유플러스 슈퍼선스틱 1001(쇼퍼백),이미용,69900,7436000,11.6,18.1,3.9,0
2019-04-15 1:40,15,100362,201149,에이유플러스 슈퍼선스틱 1001(쇼퍼백),이미용,69900,6599000,11.6,18.1,3.9,0
2019-04-15 6:00,20,100266,200880,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),이미용,39900,9987000,11.6,18.1,3.9,0
2019-04-15 6:20,20,100266,200880,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),이미용,39900,15896000,11.6,18.1,3.9,0
2019-04-15 6:40,20,100266,200880,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(2019리뉴얼),이미용,39900,23785000,11.6,18.1,3.9,0
2019-04-15 7:00,30,100305,200989,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,24805000,11.6,18.1,3.9,0
2019-04-15 7:30,30,100305,200989,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,43737000,11.6,18.1,3.9,0
2019-04-15 8:00,20,100635,201945,바로바로 무선청소기,생활용품,89000,12459000,11.6,18.1,3.9,0
2019-04-15 8:20,20,100635,201945,바로바로 무선청소기,생활용품,89000,25557000,11.6,18.1,3.9,0
2019-04-15 8:40,20,100635,201945,바로바로 무선청소기,생활용품,89000,34628000,11.6,18.1,3.9,0
2019-04-15 9:00,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,19411000,11.6,18.1,3.9,0
2019-04-15 9:20,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,36136000,11.6,18.1,3.9,0
2019-04-15 9:40,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,49204000,11.6,18.1,3.9,0
2019-04-15 10:00,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,16872000,11.6,18.1,3.9,0
2019-04-15 10:20,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,33516000,11.6,18.1,3.9,0
